iter	Passed	Remaining
931	244	17
932	245	17
933	245	17
934	245	17
935	245	16
936	245	16
937	246	16
938	246	16
939	246	15
940	246	15
941	247	15
942	247	14
943	247	14
944	247	14
945	247	14
946	248	13
947	248	13
948	248	13
949	248	13
950	248	12
951	248	12
952	249	12
953	249	12
954	249	11
955	249	11
956	249	11
957	250	10
958	250	10
959	250	10
960	250	10
961	250	9
962	251	9
963	251	9
964	251	9
965	251	8
966	251	8
967	252	8
968	252	8
969	252	7
970	252	7
971	252	7
972	252	7
973	253	6
974	253	6
975	253	6
976	253	5
977	254	5
978	254	5
979	254	5
980	254	4
981	254	4
982	255	4
983	255	4
984	255	3
985	255	3
986	255	3
987	256	3
988	256	2
989	256	2
990	256	2
991	256	2
992	257	1
993	257	1
994	257	1
995	257	1
996	257	0
997	257	0
998	258	0
999	258	0
